fips,county_name,state,gini_index
30043,Jefferson County,MT,0.4253
30045,Judith Basin County,MT,0.5017
30047,Lake County,MT,0.4843
30049,Lewis and Clark County,MT,0.4368
30051,Liberty County,MT,0.5628
30053,Lincoln County,MT,0.4556
30055,McCone County,MT,0.358
30057,Madison County,MT,0.4175
30059,Meagher County,MT,0.4631
30061,Mineral County,MT,0.3971
30063,Missoula County,MT,0.4734
30065,Musselshell County,MT,0.4539
30067,Park County,MT,0.4706
30069,Petroleum County,MT,0.3807
30071,Phillips County,MT,0.4031
30073,Pondera County,MT,0.4399
30075,Powder River County,MT,0.4743
30077,Powell County,MT,0.4563
30079,Prairie County,MT,0.5225
30081,Ravalli County,MT,0.4532
30083,Richland County,MT,0.4464
30085,Roosevelt County,MT,0.4488
30087,Rosebud County,MT,0.4458
30089,Sanders County,MT,0.4496
30091,Sheridan County,MT,0.523
30093,Silver Bow County,MT,0.4963
30095,Stillwater County,MT,0.4542
30097,Sweet Grass County,MT,0.4382
30099,Teton County,MT,0.4194
30101,Toole County,MT,0.4295
30103,Treasure County,MT,0.4154
30105,Valley County,MT,0.4085
30107,Wheatland County,MT,0.5009
30109,Wibaux County,MT,0.4147
30111,Yellowstone County,MT,0.4588
31001,Adams County,NE,0.4651
31003,Antelope County,NE,0.4084
31005,Arthur County,NE,0.4134
31007,Banner County,NE,0.4278
31009,Blaine County,NE,0.5075
31011,Boone County,NE,0.4408
31013,Box Butte County,NE,0.3784
31015,Boyd County,NE,0.4247
31017,Brown County,NE,0.485
31019,Buffalo County,NE,0.4441
31021,Burt County,NE,0.4619
31023,Butler County,NE,0.4519
31025,Cass County,NE,0.395
31027,Cedar County,NE,0.4074
31029,Chase County,NE,0.4638
31031,Cherry County,NE,0.4147
31033,Cheyenne County,NE,0.4101
31035,Clay County,NE,0.426
31037,Colfax County,NE,0.3885
31039,Cuming County,NE,0.4041
31041,Custer County,NE,0.4469
31043,Dakota County,NE,0.4148
31045,Dawes County,NE,0.3778
31047,Dawson County,NE,0.426
31049,Deuel County,NE,0.4808
31051,Dixon County,NE,0.4879
31053,Dodge County,NE,0.4064
31055,Douglas County,NE,0.4786
31057,Dundy County,NE,0.4552
31059,Fillmore County,NE,0.4761
31061,Franklin County,NE,0.4751
31063,Frontier County,NE,0.392
31065,Furnas County,NE,0.4244
31067,Gage County,NE,0.4368
31069,Garden County,NE,0.4106
31071,Garfield County,NE,0.3803
31073,Gosper County,NE,0.4263
31075,Grant County,NE,0.4579
31077,Greeley County,NE,0.4113
31079,Hall County,NE,0.444
31081,Hamilton County,NE,0.3651
31083,Harlan County,NE,0.4818
31085,Hayes County,NE,0.4557
31087,Hitchcock County,NE,0.4681
31089,Holt County,NE,0.4568
31091,Hooker County,NE,0.4013
31093,Howard County,NE,0.398
31095,Jefferson County,NE,0.422
31097,Johnson County,NE,0.3955
31099,Kearney County,NE,0.418
31101,Keith County,NE,0.4312
31103,Keya Paha County,NE,0.4717
31105,Kimball County,NE,0.436
31107,Knox County,NE,0.4192
31109,Lancaster County,NE,0.451
31111,Lincoln County,NE,0.4259
31113,Logan County,NE,0.4751
31115,Loup County,NE,0.4266
31117,McPherson County,NE,0.3442
31119,Madison County,NE,0.4689
31121,Merrick County,NE,0.4213
31123,Morrill County,NE,0.4385
31125,Nance County,NE,0.4469
31127,Nemaha County,NE,0.465
31129,Nuckolls County,NE,0.4685
31131,Otoe County,NE,0.4157
31133,Pawnee County,NE,0.4262
31135,Perkins County,NE,0.4303
31137,Phelps County,NE,0.4988
31139,Pierce County,NE,0.4137
31141,Platte County,NE,0.4147
31143,Polk County,NE,0.3818
31145,Red Willow County,NE,0.4663
31147,Richardson County,NE,0.4437
31149,Rock County,NE,0.4441
31151,Saline County,NE,0.4071
31153,Sarpy County,NE,0.4018
31155,Saunders County,NE,0.4093
31157,Scotts Bluff County,NE,0.4363
31159,Seward County,NE,0.3737
31161,Sheridan County,NE,0.4442
31163,Sherman County,NE,0.3849
31165,Sioux County,NE,0.3882
31167,Stanton County,NE,0.421
31169,Thayer County,NE,0.4296
31171,Thomas County,NE,0.3954
31173,Thurston County,NE,0.4188
31175,Valley County,NE,0.4357
31177,Washington County,NE,0.4121
31179,Wayne County,NE,0.4266
31181,Webster County,NE,0.4395
31183,Wheeler County,NE,0.4462
31185,York County,NE,0.4692
32001,Churchill County,NV,0.4219
32003,Clark County,NV,0.4706
32005,Douglas County,NV,0.4656
32007,Elko County,NV,0.4141
32009,Esmeralda County,NV,0.4588
32011,Eureka County,NV,0.3591
32013,Humboldt County,NV,0.4518
32015,Lander County,NV,0.4028
32017,Lincoln County,NV,0.3758
32019,Lyon County,NV,0.4195
32021,Mineral County,NV,0.4356
32023,Nye County,NV,0.4427
32027,Pershing County,NV,0.4021
32029,Storey County,NV,0.4353
32031,Washoe County,NV,0.4658
32033,White Pine County,NV,0.3647
32510,Carson City,NV,0.4583
33001,Belknap County,NH,0.4426
33003,Carroll County,NH,0.4821
33005,Cheshire County,NH,0.4285
33007,Coos County,NH,0.4331
33009,Grafton County,NH,0.4925
33011,Hillsborough County,NH,0.4301
33013,Merrimack County,NH,0.4352
33015,Rockingham County,NH,0.4237
33017,Strafford County,NH,0.4318
33019,Sullivan County,NH,0.486
34001,Atlantic County,NJ,0.4777
34003,Bergen County,NJ,0.4733
34005,Burlington County,NJ,0.4355
34007,Camden County,NJ,0.4702
34009,Cape May County,NJ,0.4747
34011,Cumberland County,NJ,0.4985
34013,Essex County,NJ,0.5486
34015,Gloucester County,NJ,0.4182
34017,Hudson County,NJ,0.4994
34019,Hunterdon County,NJ,0.4444
34021,Mercer County,NJ,0.5015
34023,Middlesex County,NJ,0.432
34025,Monmouth County,NJ,0.4765
34027,Morris County,NJ,0.4607
34029,Ocean County,NJ,0.4578
34031,Passaic County,NJ,0.4637
34033,Salem County,NJ,0.4431
34035,Somerset County,NJ,0.4621
34037,Sussex County,NJ,0.4165
34039,Union County,NJ,0.4866
34041,Warren County,NJ,0.4174
35001,Bernalillo County,NM,0.4766
35003,Catron County,NM,0.409
35005,Chaves County,NM,0.4734
35006,Cibola County,NM,0.4276
35007,Colfax County,NM,0.4169
35009,Curry County,NM,0.452
35011,De Baca County,NM,0.4459
35013,Doña Ana County,NM,0.4812
35015,Eddy County,NM,0.4312
35017,Grant County,NM,0.4864
35019,Guadalupe County,NM,0.6052
35021,Harding County,NM,0.721
35023,Hidalgo County,NM,0.4234
35025,Lea County,NM,0.4733
35027,Lincoln County,NM,0.4882
35028,Los Alamos County,NM,0.3908
35029,Luna County,NM,0.451
35031,McKinley County,NM,0.5013
35033,Mora County,NM,0.4871
35035,Otero County,NM,0.4345
35037,Quay County,NM,0.4617
35039,Rio Arriba County,NM,0.467
35041,Roosevelt County,NM,0.4273
35043,Sandoval County,NM,0.4189
35045,San Juan County,NM,0.4697
35047,San Miguel County,NM,0.4711
35049,Santa Fe County,NM,0.4861
35051,Sierra County,NM,0.4692
35053,Socorro County,NM,0.4848
35055,Taos County,NM,0.508
35057,Torrance County,NM,0.4202
35059,Union County,NM,0.4118
35061,Valencia County,NM,0.4526
36001,Albany County,NY,0.4522
36003,Allegany County,NY,0.4415
36005,Bronx County,NY,0.5149
36007,Broome County,NY,0.4794
36009,Cattaraugus County,NY,0.4413
36011,Cayuga County,NY,0.4547
36013,Chautauqua County,NY,0.4481
36015,Chemung County,NY,0.4596
36017,Chenango County,NY,0.4161
36019,Clinton County,NY,0.4372
36021,Columbia County,NY,0.4813
36023,Cortland County,NY,0.4053
36025,Delaware County,NY,0.442
36027,Dutchess County,NY,0.4643
36029,Erie County,NY,0.4633
36031,Essex County,NY,0.449
36033,Franklin County,NY,0.4402
36035,Fulton County,NY,0.4378
36037,Genesee County,NY,0.415
36039,Greene County,NY,0.464
36041,Hamilton County,NY,0.4158
36043,Herkimer County,NY,0.4191
36045,Jefferson County,NY,0.4316
36047,Kings County,NY,0.5301
36049,Lewis County,NY,0.4033
36051,Livingston County,NY,0.4282
36053,Madison County,NY,0.4485
36055,Monroe County,NY,0.4658
36057,Montgomery County,NY,0.4347
36059,Nassau County,NY,0.4527
36061,New York County,NY,0.598
36063,Niagara County,NY,0.4428
36065,Oneida County,NY,0.4494
36067,Onondaga County,NY,0.4622
36069,Ontario County,NY,0.442
36071,Orange County,NY,0.4479
36073,Orleans County,NY,0.4415
36075,Oswego County,NY,0.4473
36077,Otsego County,NY,0.454
36079,Putnam County,NY,0.4167
36081,Queens County,NY,0.4582
36083,Rensselaer County,NY,0.4229
36085,Richmond County,NY,0.446
36087,Rockland County,NY,0.471
36089,St. Lawrence County,NY,0.4486
36091,Saratoga County,NY,0.4309
36093,Schenectady County,NY,0.4358
36095,Schoharie County,NY,0.4269
36097,Schuyler County,NY,0.4411
36099,Seneca County,NY,0.4597
36101,Steuben County,NY,0.4477
36103,Suffolk County,NY,0.4428
36105,Sullivan County,NY,0.4866
36107,Tioga County,NY,0.4317
36109,Tompkins County,NY,0.4945
36111,Ulster County,NY,0.4787
36113,Warren County,NY,0.4409
36115,Washington County,NY,0.4128
36117,Wayne County,NY,0.4225
36119,Westchester County,NY,0.5347
36121,Wyoming County,NY,0.4105
36123,Yates County,NY,0.4544
37001,Alamance County,NC,0.4398
37003,Alexander County,NC,0.4332
37005,Alleghany County,NC,0.5151
37007,Anson County,NC,0.448
37009,Ashe County,NC,0.4414
37011,Avery County,NC,0.4915
37013,Beaufort County,NC,0.4701
37015,Bertie County,NC,0.5397
37017,Bladen County,NC,0.526
37019,Brunswick County,NC,0.4426
37021,Buncombe County,NC,0.4803
37023,Burke County,NC,0.4534
37025,Cabarrus County,NC,0.4346
37027,Caldwell County,NC,0.4376
37029,Camden County,NC,0.3509
37031,Carteret County,NC,0.4516
37033,Caswell County,NC,0.4249
37035,Catawba County,NC,0.4656
37037,Chatham County,NC,0.4961
37039,Cherokee County,NC,0.4215
37041,Chowan County,NC,0.4635
37043,Clay County,NC,0.4735
37045,Cleveland County,NC,0.4637
37047,Columbus County,NC,0.4745
37049,Craven County,NC,0.457
37051,Cumberland County,NC,0.4499
37053,Currituck County,NC,0.4023
37055,Dare County,NC,0.4171
37057,Davidson County,NC,0.4358
37059,Davie County,NC,0.4196
37061,Duplin County,NC,0.4172
37063,Durham County,NC,0.4632
37065,Edgecombe County,NC,0.4606
37067,Forsyth County,NC,0.484
37069,Franklin County,NC,0.4107
37071,Gaston County,NC,0.4589
37073,Gates County,NC,0.3952
37075,Graham County,NC,0.4296
37077,Granville County,NC,0.4397
37079,Greene County,NC,0.4015
37081,Guilford County,NC,0.4853
37083,Halifax County,NC,0.4919
37085,Harnett County,NC,0.4273
37087,Haywood County,NC,0.4529
37089,Henderson County,NC,0.4511
37091,Hertford County,NC,0.4771
37093,Hoke County,NC,0.4841
37095,Hyde County,NC,0.4022
37097,Iredell County,NC,0.4631
37099,Jackson County,NC,0.4898
37101,Johnston County,NC,0.4211
37103,Jones County,NC,0.4466
37105,Lee County,NC,0.4309
37107,Lenoir County,NC,0.4673
37109,Lincoln County,NC,0.4571
37111,McDowell County,NC,0.4413
37113,Macon County,NC,0.4722
37115,Madison County,NC,0.4839
37117,Martin County,NC,0.4352
37119,Mecklenburg County,NC,0.4923
37121,Mitchell County,NC,0.4733
37123,Montgomery County,NC,0.4749
37125,Moore County,NC,0.4474
37127,Nash County,NC,0.4549
37129,New Hanover County,NC,0.4852
37131,Northampton County,NC,0.4946
37133,Onslow County,NC,0.4196
37135,Orange County,NC,0.5142
37137,Pamlico County,NC,0.479
37139,Pasquotank County,NC,0.4412
37141,Pender County,NC,0.4355
37143,Perquimans County,NC,0.3959
37145,Person County,NC,0.4464
37147,Pitt County,NC,0.4788
37149,Polk County,NC,0.4624
37151,Randolph County,NC,0.4279
37153,Richmond County,NC,0.4699
37155,Robeson County,NC,0.5047
37157,Rockingham County,NC,0.461
37159,Rowan County,NC,0.4501
37161,Rutherford County,NC,0.4697
37163,Sampson County,NC,0.4621
37165,Scotland County,NC,0.5042
37167,Stanly County,NC,0.454
37169,Stokes County,NC,0.4397
37171,Surry County,NC,0.4808
37173,Swain County,NC,0.4472
37175,Transylvania County,NC,0.4497
37177,Tyrrell County,NC,0.4035
37179,Union County,NC,0.4464
37181,Vance County,NC,0.458
37183,Wake County,NC,0.4505
37185,Warren County,NC,0.5172
37187,Washington County,NC,0.5066
37189,Watauga County,NC,0.5087
37191,Wayne County,NC,0.4663
37193,Wilkes County,NC,0.437
37195,Wilson County,NC,0.4757
37197,Yadkin County,NC,0.4622
37199,Yancey County,NC,0.4679
38001,Adams County,ND,0.4704
38003,Barnes County,ND,0.4572
38005,Benson County,ND,0.4918
38007,Billings County,ND,0.3794
38009,Bottineau County,ND,0.4689
38011,Bowman County,ND,0.3608
38013,Burke County,ND,0.4328
38015,Burleigh County,ND,0.4295
38017,Cass County,ND,0.4653
38019,Cavalier County,ND,0.5004
38021,Dickey County,ND,0.4723
38023,Divide County,ND,0.3971
38025,Dunn County,ND,0.4466
38027,Eddy County,ND,0.4845
38029,Emmons County,ND,0.4482
38031,Foster County,ND,0.426
38033,Golden Valley County,ND,0.3775
38035,Grand Forks County,ND,0.4586
38037,Grant County,ND,0.5048
38039,Griggs County,ND,0.5055
38041,Hettinger County,ND,0.4981
38043,Kidder County,ND,0.4321
38045,LaMoure County,ND,0.4097
38047,Logan County,ND,0.4419
38049,McHenry County,ND,0.4281
38051,McIntosh County,ND,0.4461
38053,McKenzie County,ND,0.4682
38055,McLean County,ND,0.3777
38057,Mercer County,ND,0.3841
38059,Morton County,ND,0.4383
38061,Mountrail County,ND,0.4471
38063,Nelson County,ND,0.457
38065,Oliver County,ND,0.3815
38067,Pembina County,ND,0.4563
38069,Pierce County,ND,0.4268
38071,Ramsey County,ND,0.4625
38073,Ransom County,ND,0.4066
38075,Renville County,ND,0.3647
38077,Richland County,ND,0.4678
38079,Rolette County,ND,0.4444
38081,Sargent County,ND,0.4011
38083,Sheridan County,ND,0.4085
38085,Sioux County,ND,0.5154
38087,Slope County,ND,0.4445
38089,Stark County,ND,0.4317
38091,Steele County,ND,0.4129
38093,Stutsman County,ND,0.4981
38095,Towner County,ND,0.4744
38097,Traill County,ND,0.423
38099,Walsh County,ND,0.4358
38101,Ward County,ND,0.4329
38103,Wells County,ND,0.5054
38105,Williams County,ND,0.4431
39001,Adams County,OH,0.4767
39003,Allen County,OH,0.4294
39005,Ashland County,OH,0.3983
39007,Ashtabula County,OH,0.4525
39009,Athens County,OH,0.495
39011,Auglaize County,OH,0.3897
39013,Belmont County,OH,0.4391
39015,Brown County,OH,0.4403
39017,Butler County,OH,0.4392
39019,Carroll County,OH,0.4375
39021,Champaign County,OH,0.3764
39023,Clark County,OH,0.4225
39025,Clermont County,OH,0.4365
39027,Clinton County,OH,0.4379
39029,Columbiana County,OH,0.4386
39031,Coshocton County,OH,0.4435
39033,Crawford County,OH,0.4206
39035,Cuyahoga County,OH,0.508
39037,Darke County,OH,0.4421
39039,Defiance County,OH,0.3973
39041,Delaware County,OH,0.4143
39043,Erie County,OH,0.4646
39045,Fairfield County,OH,0.4209
39047,Fayette County,OH,0.4405
39049,Franklin County,OH,0.4671
39051,Fulton County,OH,0.4053
39053,Gallia County,OH,0.4502
39055,Geauga County,OH,0.4468
39057,Greene County,OH,0.4415
39059,Guernsey County,OH,0.4333
39061,Hamilton County,OH,0.5052
39063,Hancock County,OH,0.4401
39065,Hardin County,OH,0.4217
39067,Harrison County,OH,0.4532
39069,Henry County,OH,0.4255
39071,Highland County,OH,0.4046
39073,Hocking County,OH,0.4092
39075,Holmes County,OH,0.424
39077,Huron County,OH,0.3965
39079,Jackson County,OH,0.46
39081,Jefferson County,OH,0.4637
39083,Knox County,OH,0.4104
39085,Lake County,OH,0.4165
39087,Lawrence County,OH,0.4744
39089,Licking County,OH,0.4476
39091,Logan County,OH,0.4376
39093,Lorain County,OH,0.4624
39095,Lucas County,OH,0.4871
39097,Madison County,OH,0.3863
39099,Mahoning County,OH,0.4692
39101,Marion County,OH,0.4588
39103,Medina County,OH,0.4163
39105,Meigs County,OH,0.461
39107,Mercer County,OH,0.3891
39109,Miami County,OH,0.4179
39111,Monroe County,OH,0.4839
39113,Montgomery County,OH,0.4586
39115,Morgan County,OH,0.4168
39117,Morrow County,OH,0.3729
39119,Muskingum County,OH,0.4588
39121,Noble County,OH,0.495
39123,Ottawa County,OH,0.4655
39125,Paulding County,OH,0.416
39127,Perry County,OH,0.4366
39129,Pickaway County,OH,0.4262
39131,Pike County,OH,0.5125
39133,Portage County,OH,0.4532
39135,Preble County,OH,0.4026
39137,Putnam County,OH,0.3888
39139,Richland County,OH,0.4358
39141,Ross County,OH,0.4452
39143,Sandusky County,OH,0.4351
39145,Scioto County,OH,0.4695
39147,Seneca County,OH,0.4261
39149,Shelby County,OH,0.4
39151,Stark County,OH,0.4452
39153,Summit County,OH,0.4781
39155,Trumbull County,OH,0.4506
39157,Tuscarawas County,OH,0.419
39159,Union County,OH,0.4126
39161,Van Wert County,OH,0.374
39163,Vinton County,OH,0.421
39165,Warren County,OH,0.4333
39167,Washington County,OH,0.4699
39169,Wayne County,OH,0.4125
39171,Williams County,OH,0.3999
39173,Wood County,OH,0.4591
39175,Wyandot County,OH,0.4033
40001,Adair County,OK,0.4493
40003,Alfalfa County,OK,0.3927
40005,Atoka County,OK,0.4801
40007,Beaver County,OK,0.3952
40009,Beckham County,OK,0.4591
40011,Blaine County,OK,0.4371
40013,Bryan County,OK,0.4626
40015,Caddo County,OK,0.4228
40017,Canadian County,OK,0.383
40019,Carter County,OK,0.4564
40021,Cherokee County,OK,0.4719
40023,Choctaw County,OK,0.4697
40025,Cimarron County,OK,0.462
40027,Cleveland County,OK,0.4387
40029,Coal County,OK,0.4727
40031,Comanche County,OK,0.4514
40033,Cotton County,OK,0.4773
40035,Craig County,OK,0.4228
40037,Creek County,OK,0.4419
40039,Custer County,OK,0.4833
40041,Delaware County,OK,0.4695
40043,Dewey County,OK,0.4703
40045,Ellis County,OK,0.4417
40047,Garfield County,OK,0.4464
40049,Garvin County,OK,0.4369
40051,Grady County,OK,0.4206
40053,Grant County,OK,0.4674
40055,Greer County,OK,0.4197
40057,Harmon County,OK,0.5069
40059,Harper County,OK,0.3603
40061,Haskell County,OK,0.4577
40063,Hughes County,OK,0.4846
40065,Jackson County,OK,0.4229
40067,Jefferson County,OK,0.5339
40069,Johnston County,OK,0.4372
40071,Kay County,OK,0.4568
40073,Kingfisher County,OK,0.4649
40075,Kiowa County,OK,0.444
40077,Latimer County,OK,0.4452
40079,Le Flore County,OK,0.4361
40081,Lincoln County,OK,0.4395
40083,Logan County,OK,0.4729
40085,Love County,OK,0.4141
40087,McClain County,OK,0.4211
40089,McCurtain County,OK,0.4602
40091,McIntosh County,OK,0.4714
40093,Major County,OK,0.4095
40095,Marshall County,OK,0.4612
40097,Mayes County,OK,0.4392
40099,Murray County,OK,0.4525
40101,Muskogee County,OK,0.4591
40103,Noble County,OK,0.4104
40105,Nowata County,OK,0.4538
40107,Okfuskee County,OK,0.4619
40109,Oklahoma County,OK,0.491
40111,Okmulgee County,OK,0.4707
40113,Osage County,OK,0.4295
40115,Ottawa County,OK,0.4489
40117,Pawnee County,OK,0.4305
40119,Payne County,OK,0.4912
40121,Pittsburg County,OK,0.4653
40123,Pontotoc County,OK,0.4357
40125,Pottawatomie County,OK,0.4464
40127,Pushmataha County,OK,0.46
40129,Roger Mills County,OK,0.5427
40131,Rogers County,OK,0.413
40133,Seminole County,OK,0.4557
40135,Sequoyah County,OK,0.446
40137,Stephens County,OK,0.458
40139,Texas County,OK,0.4023
40141,Tillman County,OK,0.4295
40143,Tulsa County,OK,0.4861
40145,Wagoner County,OK,0.4033
40147,Washington County,OK,0.4685
40149,Washita County,OK,0.4197
40151,Woods County,OK,0.4589
40153,Woodward County,OK,0.4364
41001,Baker County,OR,0.4682
41003,Benton County,OR,0.475
41005,Clackamas County,OR,0.4496
41007,Clatsop County,OR,0.4342
41009,Columbia County,OR,0.4062
41011,Coos County,OR,0.4545
41013,Crook County,OR,0.4092
41015,Curry County,OR,0.438
41017,Deschutes County,OR,0.461
41019,Douglas County,OR,0.437
41021,Gilliam County,OR,0.4597
41023,Grant County,OR,0.4368
41025,Harney County,OR,0.433
41027,Hood River County,OR,0.4526
41029,Jackson County,OR,0.4562
41031,Jefferson County,OR,0.4332
41033,Josephine County,OR,0.4716
41035,Klamath County,OR,0.4671
41037,Lake County,OR,0.4352
41039,Lane County,OR,0.4632
41041,Lincoln County,OR,0.4585
41043,Linn County,OR,0.4024
41045,Malheur County,OR,0.4425
41047,Marion County,OR,0.4289
41049,Morrow County,OR,0.4416
41051,Multnomah County,OR,0.4729
41053,Polk County,OR,0.4627
41055,Sherman County,OR,0.4361
41057,Tillamook County,OR,0.4422
41059,Umatilla County,OR,0.4128
41061,Union County,OR,0.4317
41063,Wallowa County,OR,0.455
41065,Wasco County,OR,0.483
41067,Washington County,OR,0.4303
41069,Wheeler County,OR,0.3981
41071,Yamhill County,OR,0.4467
42001,Adams County,PA,0.3952
42003,Allegheny County,PA,0.4835
42005,Armstrong County,PA,0.4197
42007,Beaver County,PA,0.4355
42009,Bedford County,PA,0.4271
42011,Berks County,PA,0.4452
42013,Blair County,PA,0.4453
42015,Bradford County,PA,0.4245
42017,Bucks County,PA,0.4446
42019,Butler County,PA,0.4519
42021,Cambria County,PA,0.4513
42023,Cameron County,PA,0.4117
42025,Carbon County,PA,0.4266
42027,Centre County,PA,0.4775
42029,Chester County,PA,0.4523
42031,Clarion County,PA,0.429
42033,Clearfield County,PA,0.4329
42035,Clinton County,PA,0.429
42037,Columbia County,PA,0.4446
42039,Crawford County,PA,0.4335
42041,Cumberland County,PA,0.4241
42043,Dauphin County,PA,0.4574
42045,Delaware County,PA,0.4818
42047,Elk County,PA,0.423
42049,Erie County,PA,0.4573
42051,Fayette County,PA,0.4541
42053,Forest County,PA,0.4079
42055,Franklin County,PA,0.421
42057,Fulton County,PA,0.4105
42059,Greene County,PA,0.4335
42061,Huntingdon County,PA,0.4268
42063,Indiana County,PA,0.4455
42065,Jefferson County,PA,0.4365
42067,Juniata County,PA,0.4081
42069,Lackawanna County,PA,0.4559
42071,Lancaster County,PA,0.4277
42073,Lawrence County,PA,0.4366
42075,Lebanon County,PA,0.4236
42077,Lehigh County,PA,0.4614
42079,Luzerne County,PA,0.4512
42081,Lycoming County,PA,0.4308
42083,McKean County,PA,0.4453
42085,Mercer County,PA,0.4462
42087,Mifflin County,PA,0.3992
42089,Monroe County,PA,0.4234
42091,Montgomery County,PA,0.4694
42093,Montour County,PA,0.4979
42095,Northampton County,PA,0.4451
42097,Northumberland County,PA,0.4345
42099,Perry County,PA,0.4035
42101,Philadelphia County,PA,0.5178
42103,Pike County,PA,0.4391
42105,Potter County,PA,0.4138
42107,Schuylkill County,PA,0.4284
42109,Snyder County,PA,0.4234
42111,Somerset County,PA,0.4306
42113,Sullivan County,PA,0.4294
42115,Susquehanna County,PA,0.4597
42117,Tioga County,PA,0.4188
42119,Union County,PA,0.494
42121,Venango County,PA,0.4196
42123,Warren County,PA,0.42
42125,Washington County,PA,0.4588
42127,Wayne County,PA,0.4217
42129,Westmoreland County,PA,0.4512
42131,Wyoming County,PA,0.4424
42133,York County,PA,0.4168
44001,Bristol County,RI,0.4802
44003,Kent County,RI,0.4435
44005,Newport County,RI,0.4792
44007,Providence County,RI,0.4619
44009,Washington County,RI,0.4265
45001,Abbeville County,SC,0.4901
45003,Aiken County,SC,0.454
45005,Allendale County,SC,0.4674
45007,Anderson County,SC,0.4689
45009,Bamberg County,SC,0.4799
45011,Barnwell County,SC,0.4725
45013,Beaufort County,SC,0.4782
45015,Berkeley County,SC,0.4299
45017,Calhoun County,SC,0.4729
45019,Charleston County,SC,0.5142
45021,Cherokee County,SC,0.4753
45023,Chester County,SC,0.4456
45025,Chesterfield County,SC,0.4662
45027,Clarendon County,SC,0.4821
45029,Colleton County,SC,0.4564
45031,Darlington County,SC,0.5033
45033,Dillon County,SC,0.4811
45035,Dorchester County,SC,0.4267
45037,Edgefield County,SC,0.4628
45039,Fairfield County,SC,0.4942
45041,Florence County,SC,0.4845
45043,Georgetown County,SC,0.4938
45045,Greenville County,SC,0.4721
45047,Greenwood County,SC,0.4991
45049,Hampton County,SC,0.4439
45051,Horry County,SC,0.4476
45053,Jasper County,SC,0.4598
45055,Kershaw County,SC,0.4363
45057,Lancaster County,SC,0.4587
45059,Laurens County,SC,0.4532
45061,Lee County,SC,0.4517
45063,Lexington County,SC,0.4322
45065,McCormick County,SC,0.4599
45067,Marion County,SC,0.4977
45069,Marlboro County,SC,0.4941
45071,Newberry County,SC,0.4648
45073,Oconee County,SC,0.4909
45075,Orangeburg County,SC,0.4839
45077,Pickens County,SC,0.4915
45079,Richland County,SC,0.4898
45081,Saluda County,SC,0.4458
45083,Spartanburg County,SC,0.4505
45085,Sumter County,SC,0.4563
45087,Union County,SC,0.4628
45089,Williamsburg County,SC,0.4943
45091,York County,SC,0.4386
46003,Aurora County,SD,0.4523
46005,Beadle County,SD,0.4351
46007,Bennett County,SD,0.521
46009,Bon Homme County,SD,0.4439
46011,Brookings County,SD,0.4052
46013,Brown County,SD,0.4317
46015,Brule County,SD,0.4416
46017,Buffalo County,SD,0.4712
46019,Butte County,SD,0.4706
46021,Campbell County,SD,0.468
46023,Charles Mix County,SD,0.4509
46025,Clark County,SD,0.5008
46027,Clay County,SD,0.4772
46029,Codington County,SD,0.434
46031,Corson County,SD,0.4908
46033,Custer County,SD,0.4457
46035,Davison County,SD,0.45
46037,Day County,SD,0.4442
46039,Deuel County,SD,0.381
46041,Dewey County,SD,0.4334
46043,Douglas County,SD,0.4533
46045,Edmunds County,SD,0.4716
46047,Fall River County,SD,0.4425
46049,Faulk County,SD,0.4527
46051,Grant County,SD,0.458
46053,Gregory County,SD,0.4579
46055,Haakon County,SD,0.4851
46057,Hamlin County,SD,0.3633
46059,Hand County,SD,0.4526
46061,Hanson County,SD,0.3503
46063,Harding County,SD,0.436
46065,Hughes County,SD,0.3879
46067,Hutchinson County,SD,0.4249
46069,Hyde County,SD,0.3675
46071,Jackson County,SD,0.5121
46073,Jerauld County,SD,0.5324
46075,Jones County,SD,0.3926
46077,Kingsbury County,SD,0.4498
46079,Lake County,SD,0.4839
46081,Lawrence County,SD,0.4716
46083,Lincoln County,SD,0.4208
46085,Lyman County,SD,0.4429
46087,McCook County,SD,0.3806
46089,McPherson County,SD,0.5475
46091,Marshall County,SD,0.467
46093,Meade County,SD,0.3896
46095,Mellette County,SD,0.4588
46097,Miner County,SD,0.4312
46099,Minnehaha County,SD,0.4288
46101,Moody County,SD,0.4148
46102,Oglala Lakota County,SD,0.509
46103,Pennington County,SD,0.467
46105,Perkins County,SD,0.4963
46107,Potter County,SD,0.3899
46109,Roberts County,SD,0.4344
46111,Sanborn County,SD,0.457
46115,Spink County,SD,0.4575
46117,Stanley County,SD,0.4297
46119,Sully County,SD,0.4644
46121,Todd County,SD,0.504
46123,Tripp County,SD,0.4196
46125,Turner County,SD,0.4371
46127,Union County,SD,0.4665
46129,Walworth County,SD,0.4318
46135,Yankton County,SD,0.4272
46137,Ziebach County,SD,0.5474
47001,Anderson County,TN,0.4467
47003,Bedford County,TN,0.415
47005,Benton County,TN,0.4283
47007,Bledsoe County,TN,0.4473
47009,Blount County,TN,0.4209
47011,Bradley County,TN,0.4461
47013,Campbell County,TN,0.4434
47015,Cannon County,TN,0.4538
47017,Carroll County,TN,0.4566
47019,Carter County,TN,0.4491
47021,Cheatham County,TN,0.3956
47023,Chester County,TN,0.4062
47025,Claiborne County,TN,0.4598
47027,Clay County,TN,0.4747
47029,Cocke County,TN,0.4549
